timestamp,month,day,year,time,age,mar,sex,chi,cou,urb,edu,med,wor,sec,occ,foc,hom,iin,hin,srh,dan,gov,hyg,cre,int,anc,sto,chr,cov,n,sur1,sur2,sur3,sur4,sur5,sur6,sur7,sur8,sur9,sur10,sur11,sur12,sur13,sur14,sur15,sur16,sur17,sur18,sur19,sur20,sur21,sur22,sur23,sur24,sur25,sur26,sur27,sur28,sur29,sur30
4/18/2020 17:08:05,4,18,2020,17:08:05,22,Single,Man,I have no children.,İSTANBUL,Urban,Two-year degree or equivalent,Middle School,Full-time employee,Service,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Very good,"Yes, I think",I definitely think so,Increased,Same,Same,Yes,No,No,No,,Moderate,Moderate,None,None,Low,None,Low,Low,Low,Moderate,Moderate,None,None,None,Low,Low,Low,Low,Low,Low,A little,A little,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/18/2020 17:08:22,4,18,2020,17:08:22,21,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Two-year degree or equivalent,Student,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,6000 - 12000,6000 - 12000,Very good,I don't know; I'm uncertain,I definitely don't think so,Increased,Same,Increased,Yes,Yes,Yes,No,,Moderate,Moderate,None,Low,Moderate,None,Low,Moderate,Low,Moderate,Moderate,None,None,None,Moderate,Moderate,Low,Moderate,Moderate,Moderate,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,A little,A little,A little,Very slightly or not at all
4/18/2020 17:08:22,4,18,2020,17:08:22,32,Single,Man,I have no children.,ANKARA,Urban,Graduate,Middle School,Full-time employee,Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,3000 - 6000,3000 - 6000,Very good,"Yes, I think",I don't know; I'm uncertain,Increased a lot,Increased a lot,Increased a lot,Yes,No,Yes,No,,Moderate,Low,None,Low,Low,Low,Low,None,Low,Low,Low,None,None,None,Moderate,Moderate,Low,None,None,Low,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:08:24,4,18,2020,17:08:24,26,Single,Man,I have no children.,ADANA,Urban,Graduate,Graduate,Unemployed,Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,3000 - 6000,3000 - 6000,Good,"Yes, I think",I don't know; I'm uncertain,Same,Decreased,Same,Yes,No,Yes,No,,Low,Moderate,Low,Low,None,Low,Moderate,Low,Moderate,Low,Moderate,Moderate,Moderate,Moderate,Low,Low,Moderate,None,None,Low,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,A little,Very slightly or not at all
4/18/2020 17:08:27,4,18,2020,17:08:27,36,Married,Man,I have a child/children in the 2-6 age range.,ADANA,Urban,Graduate,Two-year degree or equivalent,Full-time employee,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Plant and machine operators and assemblers,Yes,6000 - 12000,6000 - 12000,Good,I definitely think so,I don't know; I'm uncertain,Increased,Same,Same,Yes,No,Yes,No,,Moderate,Low,Moderate,Low,None,Moderate,Moderate,None,Moderate,None,Low,Low,Low,Moderate,None,None,Moderate,None,None,None,A little,A little,Moderately,A little,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:08:29,4,18,2020,17:08:29,21,Single,Female,I have no children.,ANKARA,Urban,Graduate,High school,Student,Education,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Partially,1500 - 3000,1500 - 3000,Very good,I definitely think so,"Yes, I think",Increased,Increased,Same,Yes,No,Yes,No,,Low,None,Low,None,None,Low,High,None,High,None,High,None,Low,Low,None,Low,High,None,None,Low,Moderately,A little,Moderately,Moderately,Quite a bit,A little,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:08:39,4,18,2020,17:08:39,20,Single,Female,I have no children.,ANKARA,Urban,Graduate,Primary school,Student,Education,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Partially,1500 - 3000,3000 - 6000,Good,"Yes, I think","No, I don't think",Same,Same,Decreased,Yes,No,Yes,No,,High,Moderate,Low,None,None,Low,Moderate,None,High,None,Low,Moderate,None,Low,None,None,Low,None,None,None,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Quite a bit,Moderately,Moderately,Very slightly or not at all
4/18/2020 17:08:43,4,18,2020,17:08:43,25,Single,Man,I have no children.,İZMİR,Urban,Middle School,Middle School,Unemployed,Industry,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,3000 - 6000,6000 - 12000,Good,"Yes, I think","Yes, I think",Same,Increased,Increased,Yes,Yes,No,No,,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,Low,Moderate,None,None,None,Low,Low,Low,None,None,None,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Moderately,Moderately,Quite a bit
4/18/2020 17:08:43,4,18,2020,17:08:43,28,Single,Female,I have no children.,KOCAELİ,Rural,Graduate,Primary school,On unpaid leave after the Covid-19 crisis,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,3000 - 6000,3000 - 6000,Very good,I definitely think so,"Yes, I think",Increased,Increased,Decreased,Yes,No,No,No,,Low,None,Low,None,Low,Low,Low,Low,Low,Low,Moderate,Low,Low,Low,Low,None,Low,Low,None,Low,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,A little,Very slightly or not at all
4/18/2020 17:08:46,4,18,2020,17:08:46,23,Single,Female,I have no children.,İZMİR,Urban,Graduate,High school,Unemployed,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,0 - 1500,0 - 1500,Neither good nor bad,I definitely think so,"No, I don't think",Increased a lot,Same,Increased,Yes,Yes,Yes,No,,Low,None,Low,Low,None,Moderate,Moderate,None,Low,None,None,Low,None,Low,None,None,Low,None,None,None,Moderately,Moderately,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:08:54,4,18,2020,17:08:54,23,Married,Female,I have no children.,AYDIN,Urban,Graduate,Middle School,Full-time employee,Service,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,1500 - 3000,0 - 1500,Neither good nor bad,"Yes, I think",I definitely don't think so,Same,Increased a lot,Increased,Yes,Yes,No,No,,Low,Low,Low,Low,Low,None,Moderate,None,Low,None,None,Low,Low,Low,None,None,Low,None,None,Low,A little,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,A little,Extremely,Very slightly or not at all
4/18/2020 17:09:05,4,18,2020,17:09:05,21,Single,Female,I have no children.,MERSİN,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Student,Education,"Skilled agricultural, forestry and aquaculture workers","Skilled agricultural, forestry and aquaculture workers",No,0 - 1500,0 - 1500,Very bad,"Yes, I think",I definitely don't think so,Same,Increased,Increased,Yes,No,No,No,,None,Low,Moderate,None,None,Moderate,Moderate,None,Moderate,None,None,Moderate,Moderate,Moderate,None,None,Moderate,None,None,None,A little,Very slightly or not at all,Quite a bit,Quite a bit,Very slightly or not at all,Quite a bit,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit
4/18/2020 17:09:08,4,18,2020,17:09:08,27,Single,Man,I have no children.,İSTANBUL,Urban,Graduate,Graduate,Full-time employee,Industry,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,3000 - 6000,3000 - 6000,Good,I definitely think so,"Yes, I think",Same,Decreased,Same,Yes,Yes,No,No,,Low,Low,Low,Low,None,Low,Low,None,Low,Low,Moderate,None,None,Low,Low,None,Low,None,Low,Low,Moderately,Moderately,A little,Moderately,Moderately,Moderately,Moderately,Moderately,Moderately,Quite a bit
4/18/2020 17:09:24,4,18,2020,17:09:24,44,Married,Man,I have no children.,ANKARA,Urban,Graduate,Primary school,Part-time employee,Other,"Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",No,6000 - 12000,6000 - 12000,Good,"Yes, I think","No, I don't think",Increased,Increased a lot,Increased a lot,Yes,Yes,No,No,,Low,Low,Moderate,None,Low,None,Moderate,Low,High,None,Low,Moderate,Moderate,High,None,Low,High,Low,None,None,A little,Extremely,Quite a bit,Extremely,Extremely,Extremely,Extremely,A little,A little,A little
4/18/2020 17:09:28,4,18,2020,17:09:28,20,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,High school,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,0 - 1500,0 - 1500,Good,I definitely think so,I definitely don't think so,Increased,Decreased a lot,Decreased a lot,Yes,No,No,No,,Moderate,Low,None,None,None,High,Low,None,High,None,Low,Moderate,None,None,None,None,Moderate,None,None,None,A little,Very slightly or not at all,Extremely,A little,Very slightly or not at all,Moderately,Extremely,A little,Very slightly or not at all,Very slightly or not at all
4/18/2020 17:09:32,4,18,2020,17:09:32,26,Single,Man,I have no children.,SİİRT,Rural,Graduate,Primary school,Full-time employee,Other,"Occupations related to the armed forces (Ranked Armed Forces Personnel, Police Force Members, Other Law Enforcement Personnel)",Plant and machine operators and assemblers,Yes,6000 - 12000,6000 - 12000,Good,I don't know; I'm uncertain,"No, I don't think",Same,Same,Same,No,No,No,No,,Low,Low,Moderate,None,None,High,Low,None,Low,Low,High,Low,Low,Low,Low,Low,Low,None,None,None,Quite a bit,Very slightly or not at all,A little,A little,Quite a bit,A little,A little,A little,A little,A little
4/18/2020 17:09:44,4,18,2020,17:09:44,20,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Primary school,Student,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",No,3000 - 6000,1500 - 3000,Neither good nor bad,I definitely think so,I definitely don't think so,Increased a lot,Decreased,Increased,Yes,No,Yes,No,,Low,None,Moderate,Moderate,None,High,High,Low,High,None,None,High,High,High,None,Low,High,None,None,None,A little,Moderately,Quite a bit,Extremely,Extremely,Extremely,Quite a bit,Extremely,Quite a bit,Extremely
4/18/2020 17:09:51,4,18,2020,17:09:51,22,Single,Man,I have no children.,MERSİN,Urban,Graduate,Two-year degree or equivalent,Student,Education,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Staff working in office services (Clerks, Customer Service Officers, Digital and Material Registrars, etc)",Partially,1500 - 3000,3000 - 6000,Good,I don't know; I'm uncertain,I don't know; I'm uncertain,Same,Same,Same,No,No,Yes,No,,Low,None,Low,None,None,Moderate,Low,None,None,None,Low,Moderate,Low,Moderate,None,None,None,None,None,None,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all
4/18/2020 17:09:56,4,18,2020,17:09:56,38,Married,Man,I have a child/children in the 6-13 age range.,BURSA,Urban,Two-year degree or equivalent,Two-year degree or equivalent,Full-time employee,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,6000 - 12000,3000 - 6000,Very good,"No, I don't think",I don't know; I'm uncertain,Same,Same,Same,No,No,No,No,,High,High,Low,Low,Low,Low,None,Low,None,Low,High,Low,Low,Low,Low,Low,Low,None,Low,Moderate,A little,A little,Very slightly or not at all,Very slightly or not at all,Moderately,Moderately,Moderately,A little,A little,Very slightly or not at all
4/18/2020 17:09:59,4,18,2020,17:09:59,25,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Graduate,Unemployed,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",No,12000 - 24000,12000 - 24000,Kötü,I definitely think so,I don't know; I'm uncertain,Increased a lot,Increased a lot,Increased,Yes,No,Yes,No,,None,None,High,High,None,High,High,Low,High,None,None,High,High,High,None,None,High,None,None,None,A little,Extremely,Extremely,Extremely,Extremely,Extremely,Moderately,Extremely,Extremely,Quite a bit
4/18/2020 17:09:59,4,18,2020,17:09:59,23,Single,Man,I have no children.,BALIKESİR,Urban,Graduate,Middle School,Unemployed,Other,"Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,3000 - 6000,3000 - 6000,Very good,"Yes, I think",I don't know; I'm uncertain,Increased a lot,Same,Increased,Yes,No,Yes,No,,None,Low,Low,Low,None,Low,Moderate,None,High,None,Low,Moderate,Low,Low,Low,None,High,Low,None,None,Moderately,A little,A little,A little,A little,A little,A little,A little,A little,A little
4/18/2020 17:10:25,4,18,2020,17:10:25,21,Single,Female,I have no children.,KONYA,Urban,"Postgraduate Education (Master's, Doctorate)",High school,Student,Health,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)",Partially,3000 - 6000,6000 - 12000,Good,I don't know; I'm uncertain,I don't know; I'm uncertain,Increased,Decreased a lot,Increased,Yes,Yes,No,No,,Low,Low,Moderate,None,Low,Moderate,Moderate,Low,Moderate,None,Moderate,Moderate,Low,Moderate,None,None,Moderate,None,None,None,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit
4/18/2020 17:10:41,4,18,2020,17:10:41,24,Single,Man,I have no children.,BURSA,Urban,Graduate,Middle School,Student,Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",No,0 - 1500,0 - 1500,Neither good nor bad,"Yes, I think",I definitely don't think so,Same,Decreased,Decreased a lot,Yes,No,Yes,No,,Low,Low,High,None,None,High,Low,None,Low,None,High,High,High,High,None,None,Low,None,None,None,Very slightly or not at all,Very slightly or not at all,A little,A little,A little,Very slightly or not at all,A little,A little,A little,Very slightly or not at all
4/18/2020 17:11:05,4,18,2020,17:11:05,22,Single,Female,I have no children.,İZMİR,Urban,Graduate,Primary school,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Plant and machine operators and assemblers,Partially,0 - 1500,3000 - 6000,Neither good nor bad,I don't know; I'm uncertain,I don't know; I'm uncertain,Increased a lot,Decreased,Decreased,Yes,No,Yes,No,,Low,Low,Low,Moderate,Low,Low,None,Low,None,Low,Low,Low,None,Low,Low,Low,None,None,None,Low,Moderately,Moderately,A little,A little,Very slightly or not at all,Very slightly or not at all,A little,Very slightly or not at all,Very slightly or not at all,A little
4/18/2020 17:11:30,4,18,2020,17:11:30,30,Married,Female,I have no children.,İSTANBUL,Urban,Graduate,High school,Full-time employee,Industry,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",Yes,12000 - 24000,12000 - 24000,Good,I definitely think so,I don't know; I'm uncertain,Increased,Same,Same,Yes,Yes,No,No,,Low,Low,Low,None,None,Low,High,None,Moderate,None,None,Low,Low,Low,None,None,High,None,None,None,A little,A little,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,A little,A little
4/18/2020 17:11:31,4,18,2020,17:11:31,21,Single,Female,I have no children.,DENİZLİ,Urban,Graduate,Graduate,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Yes,1500 - 3000,1500 - 3000,Neither good nor bad,"Yes, I think",I don't know; I'm uncertain,Increased,Increased,Increased,Yes,Yes,Yes,No,,High,Moderate,None,Low,Moderate,None,Low,Moderate,Low,None,Low,None,None,None,Moderate,High,Low,None,Low,Moderate,A little,A little,A little,Moderately,Moderately,A little,Moderately,Moderately,A little,Moderately
4/18/2020 17:11:39,4,18,2020,17:11:39,18,Single,Female,I have no children.,MERSİN,Urban,Graduate,Two-year degree or equivalent,Student,Education,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Partially,1500 - 3000,1500 - 3000,Neither good nor bad,I definitely think so,I definitely don't think so,Increased,Increased,Same,Yes,No,No,No,,None,None,None,Low,None,High,High,None,High,None,None,High,High,High,None,None,High,None,None,None,Quite a bit,Moderately,Extremely,Extremely,Quite a bit,Extremely,Moderately,Moderately,Extremely,Extremely
4/18/2020 17:11:41,4,18,2020,17:11:41,24,Single,Female,I have no children.,ESKİŞEHİR,Urban,Graduate,Graduate,Unemployed,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Yes,1500 - 3000,1500 - 3000,Good,"Yes, I think","Yes, I think",Increased,Increased,Decreased a lot,Yes,Yes,No,No,,Moderate,Low,None,None,Low,None,Moderate,Low,Low,Moderate,Moderate,None,None,None,Low,Moderate,Low,None,Moderate,Low,A little,Very slightly or not at all,A little,Moderately,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately
4/18/2020 17:11:42,4,18,2020,17:11:42,25,Married,Female,I have no children.,ÇANAKKALE,Urban,Graduate,High school,Unpaid family worker (Doing housework etc),Other,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",Yes,6000 - 12000,6000 - 12000,Neither good nor bad,I definitely think so,I don't know; I'm uncertain,Increased a lot,Same,Same,Yes,No,No,No,,Low,Low,Low,None,Low,Low,High,None,High,None,None,Moderate,Low,High,None,Low,High,None,None,Low,Quite a bit,A little,Moderately,Moderately,Extremely,Quite a bit,Extremely,Extremely,Extremely,Extremely
4/18/2020 17:12:19,4,18,2020,17:12:19,22,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Primary school,Student,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)",No,3000 - 6000,6000 - 12000,Good,"Yes, I think","No, I don't think",Same,Decreased,Decreased a lot,Yes,Yes,No,No,,High,High,None,Low,Moderate,None,High,High,Low,Moderate,Moderate,None,None,None,High,High,Moderate,None,High,High,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Moderately
4/18/2020 17:12:42,4,18,2020,17:12:42,18,Single,Female,I have no children.,ÇANAKKALE,Urban,Graduate,Middle School,Student,Education,"Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)","Skilled agricultural, forestry and aquaculture workers",No,0 - 1500,1500 - 3000,Good,I definitely think so,"No, I don't think",Increased a lot,Decreased,Decreased,Yes,No,Yes,No,,Low,Low,Low,Moderate,Low,Low,Moderate,Low,Low,None,Low,None,Low,Low,None,None,Low,None,None,None,Moderately,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely
4/18/2020 17:12:43,4,18,2020,17:12:43,21,Single,Female,I have no children.,ANKARA,Rural,High school,High school,Full-time employee,Service,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,1500 - 3000,1500 - 3000,Neither good nor bad,I definitely think so,I definitely don't think so,Same,Decreased a lot,Decreased,Yes,Yes,Yes,No,,Low,Low,Moderate,Moderate,None,Moderate,Moderate,Low,Moderate,None,None,Moderate,Moderate,Low,None,None,Moderate,None,None,None,Moderately,Extremely,Moderately,Extremely,A little,Extremely,Quite a bit,Extremely,Extremely,Extremely
4/18/2020 17:12:48,4,18,2020,17:12:48,21,Single,Female,I have no children.,İZMİR,Urban,Two-year degree or equivalent,Primary school,Unemployed,Service,"Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)","Craftsmen and related workers (Construction and Related Workers, Metal, Machinery and Related Trade Workers, Handicrafts and Printing Workers, Electrical and Electronic Trade Workers, etc)",No,0 - 1500,0 - 1500,Neither good nor bad,"Yes, I think",I definitely don't think so,Same,Decreased a lot,Decreased a lot,Yes,Yes,Yes,No,,Low,Moderate,Low,None,Low,Low,Low,Low,Low,Low,None,Low,None,None,None,Low,Low,None,None,None,A little,A little,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Very slightly or not at all,Quite a bit,Very slightly or not at all,Extremely,Extremely
4/18/2020 17:13:12,4,18,2020,17:13:12,31,Married,Female,I have a child/children in the 6-13 age range.,AYDIN,Urban,Graduate,High school,Full-time employee,Education,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Non-qualified occupations (Cleaners and Helpers, Agricultural, Forestry and Fisheries Workers, Mining, Construction, Manufacturing and Transport Workers, Food Preparation Assistants, etc)",Yes,3000 - 6000,6000 - 12000,Good,"Yes, I think",I don't know; I'm uncertain,Same,Decreased,Same,Yes,Yes,Yes,No,,Moderate,Moderate,None,None,Moderate,None,Low,Moderate,Low,Moderate,Moderate,None,None,None,Moderate,Moderate,Low,None,None,Moderate,A little,Very slightly or not at all,Moderately,A little,Moderately,Moderately,Quite a bit,Quite a bit,Quite a bit,Moderately
4/18/2020 17:13:26,4,18,2020,17:13:26,26,Single,Female,I have no children.,İSTANBUL,Urban,Graduate,Two-year degree or equivalent,Self-employed,Service,"Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Partially,1500 - 3000,12000 - 24000,Very good,"No, I don't think",I don't know; I'm uncertain,Increased a lot,Increased a lot,Increased a lot,Yes,No,Yes,No,,None,Moderate,High,None,Low,High,None,None,Low,Moderate,High,High,High,High,None,None,None,None,Moderate,Moderate,Quite a bit,Extremely,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Quite a bit,Extremely,Extremely,Extremely
4/18/2020 17:13:34,4,18,2020,17:13:34,36,Married,Man,I have a child/children in the 2-6 age range.,İZMİR,Urban,Graduate,High school,Full-time employee,Service,"Executives (Senior Officials and Legislators, Administrative and Commercial Executives, etc)","Professionals (Science, Engineering, Health, Technology, Law, Social and Cultural Professionals, Teachers and Faculty Members, Business and Management Specialist)",Partially,1500 - 3000,3000 - 6000,Neither good nor bad,"Yes, I think",I definitely don't think so,Increased,Increased,Same,Yes,Yes,No,No,,Low,Low,Low,None,Moderate,Low,Low,Low,Low,Low,Moderate,Low,None,None,Low,Moderate,Low,None,Low,Low,A little,A little,Moderately,A little,A little,A little,A little,A little,A little,A little
4/18/2020 17:13:36,4,18,2020,17:13:36,41,Divorced,Female,I have no children.,ANTALYA,Urban,Graduate,Graduate,Full-time employee,Other,"Service and sales staff (Personal Service Worker, Sales and Personal Care Worker, Protection Services Worker, etc)","Technicians, and auxiliary professional groups (Science, Engineering, Business and Management Assistant Specialist, Health and Legal Specialists, etc)",No,1500 - 3000,3000 - 6000,Very good,I definitely think so,"No, I don't think",Same,Increased,Decreased a lot,No,Yes,No,No,,Low,None,Moderate,None,None,High,High,None,High,None,Low,High,Low,Moderate,None,None,High,Moderate,None,None,A little,Moderately,Quite a bit,Quite a bit,Extremely,Moderately,Moderately,A little,A little,A little
